Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1966,0.020577,0.001425,0.000842,0.000661,0.000559,0.000476,0.000411,0.000361,0.000319,0.000287,0.000266,0.000261,0.000280,0.000326,0.000391,0.000470,0.000547,0.000607,0.000641,0.000655,0.000669,0.000690,0.000711,0.000733,0.000758,0.000785,0.000816,0.000860,0.000919,0.000992,0.001076,0.001166,0.001257,0.001345,0.001436,0.001536,0.001653,0.001789,0.001947,0.002127,0.002324,0.002538,0.002772,0.003030,0.003309,0.003608,0.003927,0.004268,0.004629,0.005013,0.005443,0.005899,0.006335,0.006736,0.007131,0.007561,0.008077,0.008713,0.009499,0.010421,0.011463,0.012587,0.013769,0.014992,0.016292,0.017795,0.019490,0.021254,0.023065,0.025016,0.027219,0.029814,0.032883,0.036504,0.040664,0.045461,0.050736,0.056240,0.061886,0.067900,0.074313,0.081667,0.090584,0.101375,0.113633,0.126730,0.140151,0.153592,0.166973,0.180412,0.194080,0.208173,0.222884,0.238376,0.254793,0.271889,0.289649,0.308056,0.327086,0.346711,0.367513,0.389564,0.412938,0.437714,0.463977,0.491816,0.516584,0.542413,0.569533,0.598010,0.627911,0.659306,0.692271,0.726885,0.763229,0.801391,0.841460,0.883533,0.927710,0.974095
1967,0.019491,0.001272,0.000812,0.000573,0.000508,0.000444,0.000394,0.000353,0.000317,0.000286,0.000262,0.000255,0.000272,0.000318,0.000385,0.000465,0.000542,0.000603,0.000639,0.000656,0.000673,0.000697,0.000717,0.000734,0.000751,0.000769,0.000794,0.000830,0.000881,0.000947,0.001022,0.001103,0.001196,0.001299,0.001414,0.001543,0.001684,0.001829,0.001976,0.002129,0.002295,0.002481,0.002698,0.002952,0.003238,0.003549,0.003876,0.004216,0.004567,0.004933,0.005336,0.005771,0.006207,0.006636,0.007079,0.007567,0.008127,0.008761,0.009484,0.010299,0.011212,0.012221,0.013326,0.014530,0.015849,0.017374,0.019067,0.020807,0.022563,0.024429,0.026534,0.029018,0.031945,0.035392,0.039347,0.043902,0.048916,0.054171,0.059591,0.065381,0.071566,0.078640,0.087176,0.097460,0.109122,0.121593,0.134400,0.147265,0.160117,0.173062,0.186257,0.199882,0.214116,0.229109,0.244996,0.261526,0.278683,0.296446,0.314786,0.333673,0.353694,0.374915,0.397410,0.421255,0.446530,0.473322,0.501721,0.528239,0.554651,0.582383,0.611503,0.642078,0.674182,0.707891,0.743285,0.780450,0.819472,0.860446,0.903468,0.948641
1968,0.018927,0.001324,0.000800,0.000615,0.000494,0.000442,0.000401,0.000365,0.000330,0.000296,0.000268,0.000257,0.000272,0.000322,0.000395,0.000483,0.000565,0.000630,0.000666,0.000682,0.000696,0.000717,0.000736,0.000755,0.000774,0.000796,0.000823,0.000859,0.000907,0.000966,0.001034,0.001111,0.001202,0.001307,0.001426,0.001560,0.001706,0.001861,0.002023,0.002195,0.002381,0.002587,0.002817,0.003073,0.003355,0.003661,0.003985,0.004324,0.004673,0.005039,0.005440,0.005874,0.006324,0.006785,0.007272,0.007795,0.008380,0.009050,0.009820,0.010682,0.011671,0.012731,0.013767,0.014742,0.015729,0.016865,0.018234,0.019816,0.021649,0.023760,0.026198,0.028972,0.032071,0.035511,0.039347,0.043674,0.048538,0.053936,0.059898,0.066468,0.073626,0.081472,0.090160,0.099758,0.110196,0.121359,0.133151,0.145510,0.158420,0.171895,0.185962,0.200646,0.215971,0.231951,0.248594,0.265848,0.283674,0.302028,0.320860,0.340111,0.360518,0.382149,0.405078,0.429383,0.455146,0.482454,0.511402,0.542086,0.574611,0.609088,0.645633,0.684371,0.721896,0.757991,0.795891,0.835685,0.877470,0.921343,0.967410,1.000000
1969,0.018180,0.001229,0.000781,0.000625,0.000542,0.000460,0.000399,0.000351,0.000311,0.000280,0.000260,0.000258,0.000282,0.000338,0.000415,0.000506,0.000594,0.000661,0.000696,0.000707,0.000716,0.000733,0.000747,0.000760,0.000775,0.000791,0.000812,0.000847,0.000897,0.000963,0.001038,0.001122,0.001215,0.001318,0.001433,0.001560,0.001699,0.001850,0.002013,0.002188,0.002378,0.002584,0.002806,0.003044,0.003300,0.003578,0.003877,0.004191,0.004520,0.004869,0.005246,0.005657,0.006104,0.006588,0.007113,0.007686,0.008306,0.008965,0.009664,0.010411,0.011269,0.012210,0.013152,0.014072,0.015031,0.016133,0.017455,0.019011,0.020841,0.022958,0.025409,0.028167,0.031179,0.034436,0.038018,0.042037,0.046597,0.051738,0.057519,0.063947,0.070947,0.078566,0.086949,0.096144,0.106093,0.116705,0.127902,0.139634,0.151881,0.164653,0.177964,0.191830,0.206264,0.221275,0.236865,0.253058,0.269830,0.287148,0.304977,0.323276,0.342672,0.363233,0.385027,0.408128,0.432616,0.458573,0.486087,0.515253,0.546168,0.578938,0.613674,0.650495,0.687664,0.722047,0.758149,0.796057,0.835860,0.877653,0.921535,0.967612
1970,0.017592,0.001173,0.000730,0.000582,0.000484,0.000424,0.000378,0.000340,0.000306,0.000275,0.000251,0.000244,0.000265,0.000318,0.000395,0.000486,0.000572,0.000639,0.000677,0.000694,0.000707,0.000728,0.000747,0.000765,0.000784,0.000806,0.000833,0.000865,0.000904,0.000952,0.001006,0.001071,0.001154,0.001260,0.001386,0.001528,0.001680,0.001835,0.001988,0.002146,0.002315,0.002506,0.002723,0.002972,0.003249,0.003553,0.003874,0.004206,0.004546,0.004900,0.005281,0.005696,0.006145,0.006631,0.007157,0.007730,0.008345,0.008995,0.009676,0.010400,0.011230,0.012142,0.013060,0.013962,0.014907,0.015986,0.017278,0.018808,0.020618,0.022714,0.025127,0.027823,0.030760,0.033925,0.037393,0.041264,0.045630,0.050529,0.056012,0.062087,0.068710,0.075902,0.083742,0.092258,0.101434,0.111238,0.121643,0.132631,0.144196,0.156341,0.169068,0.182382,0.196283,0.210766,0.225825,0.241442,0.257587,0.274222,0.291303,0.308781,0.327308,0.346946,0.367763,0.389829,0.413218,0.438012,0.464292,0.492150,0.521679,0.552979,0.586158,0.620100,0.651105,0.683660,0.717843,0.753735,0.791422,0.830993,0.872543,0.916170
1971,0.016522,0.001090,0.000734,0.000565,0.000488,0.000428,0.000383,0.000346,0.000312,0.000280,0.000256,0.000248,0.000269,0.000324,0.000403,0.000497,0.000586,0.000652,0.000685,0.000692,0.000696,0.000708,0.000722,0.000742,0.000766,0.000795,0.000825,0.000861,0.000903,0.000952,0.001009,0.001075,0.001154,0.001246,0.001353,0.001471,0.001603,0.001749,0.001912,0.002090,0.002285,0.002495,0.002719,0.002956,0.003207,0.003480,0.003774,0.004086,0.004416,0.004768,0.005149,0.005562,0.006003,0.006473,0.006978,0.007527,0.008124,0.008767,0.009457,0.010201,0.011049,0.011977,0.012914,0.013839,0.014809,0.015921,0.017237,0.018750,0.020489,0.022479,0.024771,0.027366,0.030238,0.033392,0.036890,0.040833,0.045276,0.050210,0.055664,0.061685,0.068211,0.075374,0.083402,0.092388,0.102215,0.112698,0.123681,0.135068,0.146832,0.158998,0.171612,0.184724,0.198381,0.212623,0.227481,0.242928,0.258944,0.275504,0.292579,0.310134,0.328742,0.348466,0.369374,0.391536,0.415029,0.439930,0.466326,0.494306,0.523964,0.555402,0.588726,0.623418,0.654589,0.687318,0.721684,0.757768,0.795657,0.835440,0.877212,0.921072
1972,0.015917,0.001064,0.000709,0.000568,0.000442,0.000405,0.000377,0.000350,0.000321,0.000290,0.000263,0.000251,0.000267,0.000319,0.000397,0.000487,0.000571,0.000637,0.000674,0.000689,0.000703,0.000723,0.000739,0.000749,0.000758,0.000766,0.000780,0.000808,0.000853,0.000914,0.000985,0.001063,0.001147,0.001236,0.001333,0.001441,0.001564,0.001703,0.001862,0.002039,0.002230,0.002436,0.002663,0.002913,0.003183,0.003483,0.003798,0.004107,0.004400,0.004693,0.005003,0.005357,0.005774,0.006270,0.006833,0.007459,0.008118,0.008790,0.009459,0.010149,0.010929,0.011805,0.012723,0.013677,0.014708,0.015887,0.017256,0.018809,0.020568,0.022559,0.024846,0.027428,0.030269,0.033375,0.036806,0.040672,0.045025,0.049850,0.055176,0.061052,0.067445,0.074476,0.082330,0.091093,0.100676,0.110935,0.121748,0.133045,0.144803,0.157050,0.169821,0.183158,0.197101,0.211678,0.226913,0.242702,0.259007,0.275788,0.292996,0.310576,0.329210,0.348963,0.369901,0.392095,0.415621,0.440558,0.466991,0.495011,0.524711,0.556194,0.589566,0.624940,0.658221,0.691132,0.725689,0.761973,0.800072,0.840076,0.882079,0.926183
1973,0.015366,0.001079,0.000723,0.000496,0.000457,0.000410,0.000375,0.000343,0.000311,0.000278,0.000251,0.000239,0.000257,0.000311,0.000390,0.000483,0.000569,0.000636,0.000671,0.000682,0.000691,0.000707,0.000719,0.000729,0.000739,0.000750,0.000766,0.000791,0.000830,0.000881,0.000941,0.001009,0.001090,0.001184,0.001292,0.001415,0.001550,0.001692,0.001841,0.002000,0.002170,0.002358,0.002574,0.002821,0.003096,0.003401,0.003721,0.004036,0.004334,0.004633,0.004947,0.005305,0.005730,0.006239,0.006818,0.007457,0.008123,0.008796,0.009459,0.010135,0.010898,0.011749,0.012619,0.013497,0.014431,0.015508,0.016776,0.018226,0.019882,0.021773,0.023950,0.026429,0.029205,0.032292,0.035737,0.039648,0.044035,0.048833,0.054046,0.059758,0.065972,0.072872,0.080691,0.089545,0.099311,0.109793,0.120824,0.132307,0.144216,0.156592,0.169491,0.182974,0.197102,0.211922,0.227475,0.243560,0.260130,0.277131,0.294501,0.312171,0.330901,0.350755,0.371800,0.394108,0.417755,0.442820,0.469389,0.497553,0.527406,0.559050,0.592593,0.628149,0.665838,0.700566,0.735594,0.772374,0.810993,0.851542,0.894120,0.938826
1974,0.014649,0.001026,0.000629,0.000530,0.000410,0.000361,0.000325,0.000296,0.000271,0.000249,0.000234,0.000233,0.000254,0.000302,0.000368,0.000446,0.000520,0.000578,0.000612,0.000626,0.000639,0.000657,0.000673,0.000688,0.000704,0.000721,0.000742,0.000768,0.000803,0.000845,0.000895,0.000954,0.001022,0.001100,0.001189,0.001289,0.001403,0.001536,0.001693,0.001870,0.002064,0.002272,0.002492,0.002721,0.002962,0.003226,0.003510,0.003804,0.004106,0.004424,0.004767,0.005146,0.005561,0.006018,0.006517,0.007057,0.007642,0.008281,0.008978,0.009734,0.010591,0.011511,0.012414,0.013271,0.014142,0.015137,0.016321,0.017682,0.019247,0.021043,0.023120,0.025481,0.028098,0.030980,0.034185,0.037818,0.041933,0.046520,0.051609,0.057247,0.063383,0.070145,0.077755,0.086305,0.095687,0.105725,0.116274,0.127245,0.138612,0.150404,0.162664,0.175444,0.188790,0.202742,0.217332,0.232452,0.248068,0.264140,0.280620,0.297457,0.315305,0.334223,0.354276,0.375533,0.398065,0.421949,0.447266,0.474101,0.502548,0.532700,0.564662,0.598542,0.632881,0.664525,0.697751,0.732638,0.769270,0.807734,0.848121,0.890527
1975,0.014158,0.000976,0.000645,0.000476,0.000422,0.000362,0.000316,0.000280,0.000250,0.000225,0.000208,0.000206,0.000227,0.000275,0.000343,0.000423,0.000498,0.000559,0.000596,0.000614,0.000631,0.000652,0.000668,0.000678,0.000685,0.000693,0.000705,0.000724,0.000753,0.000792,0.000839,0.000894,0.000958,0.001032,0.001117,0.001213,0.001322,0.001450,0.001599,0.001768,0.001954,0.002154,0.002365,0.002585,0.002817,0.003071,0.003345,0.003633,0.003932,0.004248,0.004590,0.004965,0.005377,0.005830,0.006325,0.006862,0.007439,0.008059,0.008720,0.009429,0.010229,0.011094,0.011957,0.012796,0.013661,0.014646,0.015807,0.017132,0.018648,0.020378,0.022373,0.024632,0.027124,0.029853,0.032878,0.036280,0.040131,0.044461,0.049314,0.054706,0.060632,0.067109,0.074187,0.081890,0.090223,0.099187,0.108779,0.119001,0.129857,0.141349,0.153483,0.166258,0.179673,0.193720,0.208391,0.223518,0.239039,0.254886,0.270981,0.287240,0.304475,0.322743,0.342108,0.362634,0.384392,0.407456,0.431903,0.457817,0.485286,0.514403,0.545268,0.577984,0.611463,0.642036,0.674138,0.707845,0.743237,0.780399,0.819419,0.860390
1976,0.013608,0.000955,0.000616,0.000453,0.000382,0.000337,0.000303,0.000275,0.000249,0.000224,0.000205,0.000200,0.000218,0.000266,0.000334,0.000414,0.000489,0.000548,0.000581,0.000595,0.000606,0.000623,0.000636,0.000646,0.000655,0.000665,0.000678,0.000697,0.000726,0.000763,0.000808,0.000861,0.000921,0.000989,0.001067,0.001155,0.001257,0.001377,0.001517,0.001675,0.001851,0.002041,0.002246,0.002466,0.002702,0.002959,0.003236,0.003529,0.003835,0.004159,0.004512,0.004898,0.005307,0.005742,0.006208,0.006709,0.007257,0.007870,0.008557,0.009312,0.010163,0.011068,0.011957,0.012800,0.013651,0.014615,0.015751,0.017039,0.018503,0.020170,0.022097,0.024284,0.026690,0.029319,0.032234,0.035562,0.039353,0.043575,0.048252,0.053449,0.059170,0.065539,0.072722,0.080803,0.089717,0.099350,0.109608,0.120436,0.131823,0.143798,0.156400,0.169669,0.183642,0.198347,0.213806,0.229703,0.245958,0.262480,0.279171,0.295921,0.313676,0.332497,0.352447,0.373593,0.396009,0.419770,0.444956,0.471653,0.499952,0.529949,0.561746,0.595451,0.631178,0.669049,0.706775,0.742114,0.779219,0.818180,0.859089,0.902044
1977,0.012443,0.000926,0.000615,0.000432,0.000394,0.000335,0.000292,0.000260,0.000232,0.000210,0.000195,0.000197,0.000222,0.000277,0.000351,0.000438,0.000520,0.000581,0.000612,0.000620,0.000624,0.000634,0.000641,0.000647,0.000654,0.000662,0.000673,0.000688,0.000710,0.000739,0.000775,0.000820,0.000876,0.000944,0.001025,0.001117,0.001221,0.001343,0.001484,0.001643,0.001820,0.002010,0.002210,0.002416,0.002633,0.002866,0.003122,0.003404,0.003717,0.004057,0.004435,0.004837,0.005244,0.005648,0.006066,0.006510,0.007012,0.007597,0.008282,0.009055,0.009922,0.010837,0.011746,0.012622,0.013509,0.014511,0.015669,0.016941,0.018341,0.019903,0.021701,0.023751,0.026027,0.028540,0.031345,0.034534,0.038150,0.042182,0.046656,0.051622,0.057118,0.063213,0.069982,0.077473,0.085681,0.094582,0.104154,0.114392,0.125299,0.136894,0.149194,0.162217,0.175974,0.190473,0.205713,0.221350,0.237289,0.253426,0.269646,0.285825,0.302974,0.321153,0.340422,0.360847,0.382498,0.405448,0.429775,0.455562,0.482895,0.511869,0.542581,0.575136,0.609644,0.644160,0.676368,0.710187,0.745696,0.782981,0.822130,0.863236
1978,0.012257,0.000948,0.000587,0.000440,0.000350,0.000319,0.000296,0.000275,0.000250,0.000223,0.000200,0.000191,0.000208,0.000260,0.000335,0.000423,0.000504,0.000567,0.000602,0.000616,0.000627,0.000643,0.000654,0.000662,0.000669,0.000676,0.000685,0.000698,0.000715,0.000739,0.000769,0.000807,0.000855,0.000914,0.000985,0.001067,0.001162,0.001277,0.001415,0.001574,0.001752,0.001943,0.002145,0.002356,0.002579,0.002819,0.003080,0.003364,0.003672,0.004003,0.004372,0.004765,0.005160,0.005549,0.005948,0.006371,0.006856,0.007435,0.008130,0.008925,0.009818,0.010758,0.011685,0.012569,0.013459,0.014458,0.015613,0.016892,0.018310,0.019896,0.021722,0.023790,0.026054,0.028515,0.031240,0.034345,0.037889,0.041855,0.046273,0.051197,0.056726,0.062883,0.069637,0.077004,0.085058,0.093885,0.103563,0.114143,0.125656,0.138105,0.151488,0.165791,0.180994,0.197072,0.213999,0.231270,0.248739,0.266239,0.283591,0.300607,0.318643,0.337762,0.358028,0.379509,0.402280,0.426417,0.452002,0.479122,0.503655,0.528838,0.555280,0.583044,0.612196,0.642806,0.674946,0.708693,0.744128,0.781334,0.820401,0.861421
1979,0.011615,0.000883,0.000556,0.000436,0.000381,0.000325,0.000283,0.000251,0.000223,0.000199,0.000183,0.000182,0.000205,0.000256,0.000328,0.000411,0.000490,0.000551,0.000583,0.000595,0.000603,0.000617,0.000626,0.000634,0.000641,0.000649,0.000659,0.000672,0.000689,0.000711,0.000737,0.000773,0.000821,0.000887,0.000967,0.001060,0.001163,0.001275,0.001395,0.001526,0.001673,0.001836,0.002012,0.002199,0.002401,0.002619,0.002860,0.003135,0.003451,0.003802,0.004194,0.004606,0.005011,0.005395,0.005780,0.006190,0.006661,0.007215,0.007873,0.008621,0.009459,0.010348,0.011251,0.012147,0.013073,0.014111,0.015291,0.016575,0.017970,0.019509,0.021276,0.023276,0.025454,0.027810,0.030411,0.033371,0.036753,0.040551,0.044799,0.049544,0.054795,0.060631,0.067158,0.074436,0.082441,0.091123,0.100439,0.110368,0.120911,0.132090,0.143930,0.156454,0.169685,0.183637,0.198320,0.213385,0.228743,0.244294,0.259926,0.275522,0.292053,0.309577,0.328151,0.347840,0.368711,0.390833,0.414283,0.439140,0.465489,0.493418,0.523023,0.554404,0.587669,0.621885,0.652979,0.685628,0.719909,0.755905,0.793700,0.833385
1980,0.011246,0.000856,0.000558,0.000417,0.000313,0.000293,0.000279,0.000264,0.000242,0.000216,0.000191,0.000180,0.000196,0.000248,0.000325,0.000414,0.000495,0.000557,0.000588,0.000596,0.000600,0.000609,0.000617,0.000626,0.000636,0.000646,0.000658,0.000673,0.000692,0.000717,0.000747,0.000785,0.000831,0.000887,0.000954,0.001031,0.001120,0.001225,0.001345,0.001482,0.001635,0.001803,0.001989,0.002191,0.002412,0.002653,0.002915,0.003197,0.003498,0.003821,0.004176,0.004559,0.004960,0.005376,0.005817,0.006298,0.006831,0.007416,0.008059,0.008763,0.009542,0.010393,0.011306,0.012279,0.013329,0.014513,0.015821,0.017198,0.018633,0.020175,0.021939,0.023953,0.026159,0.028563,0.031229,0.034272,0.037746,0.041634,0.045968,0.050805,0.056195,0.062211,0.068918,0.076366,0.084564,0.093503,0.103177,0.113588,0.124747,0.136674,0.149384,0.162894,0.177212,0.192343,0.208282,0.224590,0.241147,0.257822,0.274470,0.290939,0.308395,0.326899,0.346513,0.367303,0.389342,0.412702,0.437464,0.463712,0.491535,0.521027,0.552288,0.585369,0.614637,0.645369,0.677637,0.711519,0.747095,0.784450,0.823672,0.864856
1981,0.010663,0.000831,0.000545,0.000402,0.000311,0.000279,0.000256,0.000236,0.000216,0.000196,0.000180,0.000176,0.000195,0.000243,0.000310,0.000388,0.000461,0.000517,0.000547,0.000558,0.000566,0.000578,0.000590,0.000604,0.000619,0.000636,0.000654,0.000671,0.000688,0.000706,0.000728,0.000759,0.000801,0.000859,0.000930,0.001015,0.001109,0.001211,0.001319,0.001437,0.001567,0.001717,0.001892,0.002097,0.002329,0.002586,0.002861,0.003148,0.003444,0.003754,0.004091,0.004462,0.004860,0.005289,0.005752,0.006258,0.006810,0.007402,0.008036,0.008720,0.009473,0.010297,0.011180,0.012124,0.013142,0.014285,0.015548,0.016881,0.018278,0.019781,0.021502,0.023458,0.025583,0.027881,0.030418,0.033318,0.036639,0.040359,0.044510,0.049152,0.054322,0.060105,0.066592,0.073844,0.081852,0.090585,0.100016,0.110136,0.120953,0.132489,0.144770,0.157817,0.171651,0.186281,0.201714,0.217504,0.233536,0.249683,0.265805,0.281753,0.298658,0.316578,0.335572,0.355707,0.377049,0.399672,0.423652,0.449072,0.476016,0.504577,0.534851,0.565323,0.593589,0.623268,0.654432,0.687153,0.721511,0.757587,0.795466,0.835239
